ID,Project ID,Controller,Module,IOChannel,SoftwareTag,PointDescription,InstallCheck1,InstallCheck2,InstallCheck3,CommCheck1,CommCheck2,Notes
520609,34,MB-B1-DB-01-PM1,NA,Vca,MB-B1-DB-01-PM1_Vca,Phase-Phase C-A Voltage,Pass,Pass,Pass,Pass,Pass,
520610,34,MB-B1-DB-01-PM1,NA,Vcn,MB-B1-DB-01-PM1_Vcn,Phase-Neutral C-N Voltage,Pass,Pass,Pass,Pass,Pass,
520611,34,MB-B1-DB-01-PM2,NA,ActiveEngy,MB-B1-DB-01-PM2_ActiveEngy,Active Energy kWh,Pass,Pass,Pass,Pass,Pass,
520612,34,MB-B1-DB-01-PM2,NA,Ib,MB-B1-DB-01-PM2_Ib,Phase B Current Amps,Pass,Pass,Pass,Pass,Pass,
520613,34,MB-B1-DB-01-PM2,NA,Ic,MB-B1-DB-01-PM2_Ic,Phase C Current Amps,Pass,Pass,Pass,Pass,Pass,
520614,34,MB-B1-DB-01-PM2,NA,la,MB-B1-DB-01-PM2_la,Phase A Current Amps,Pass,Pass,Pass,Pass,Pass,
520615,34,MB-B1-DB-01-PM2,NA,PF,MB-B1-DB-01-PM2_PF,Power Factor,Pass,Pass,Pass,Pass,Pass,
520616,34,MB-B1-DB-01-PM2,NA,Ptot,MB-B1-DB-01-PM2_Ptot,Total Power (kW),Pass,Pass,Pass,Pass,Pass,
520617,34,MB-B1-DB-01-PM2,NA,Vab,MB-B1-DB-01-PM2_Vab,Phase-Phase A-B Voltage,Pass,Pass,Pass,Pass,Pass,
520618,34,MB-B1-DB-01-PM2,NA,Van,MB-B1-DB-01-PM2_Van,Phase-Neutral A-N Voltage,Pass,Pass,Pass,Pass,Pass,
520619,34,MB-B1-DB-01-PM2,NA,Vbc,MB-B1-DB-01-PM2_Vbc,Phase-Phase B-C Voltage,Pass,Pass,Pass,Pass,Pass,
520620,34,MB-B1-DB-01-PM2,NA,Vbn,MB-B1-DB-01-PM2_Vbn,Phase-Neutral B-N Voltage,Pass,Pass,Pass,Pass,Pass,
520621,34,MB-B1-DB-01-PM2,NA,Vca,MB-B1-DB-01-PM2_Vca,Phase-Phase C-A Voltage,Pass,Pass,Pass,Pass,Pass,
520622,34,MB-B1-DB-01-PM2,NA,Vcn,MB-B1-DB-01-PM2_Vcn,Phase-Neutral C-N Voltage,Pass,Pass,Pass,Pass,Pass,
520623,34,MB-B1-DB-02-PM1,NA,ActiveEngy,MB-B1-DB-02-PM1_ActiveEngy,Active Energy kWh,Pass,Pass,Pass,Pass,Pass,
520624,34,MB-B1-DB-02-PM1,NA,Ib,MB-B1-DB-02-PM1_Ib,Phase B Current Amps,Pass,Pass,Pass,Pass,Pass,
520625,34,MB-B1-DB-02-PM1,NA,Ic,MB-B1-DB-02-PM1_Ic,Phase C Current Amps,Pass,Pass,Pass,Pass,Pass,
520626,34,MB-B1-DB-02-PM1,NA,la,MB-B1-DB-02-PM1_la,Phase A Current Amps,Pass,Pass,Pass,Pass,Pass,
520627,34,MB-B1-DB-02-PM1,NA,PF,MB-B1-DB-02-PM1_PF,Power Factor,Pass,Pass,Pass,Pass,Pass,
520628,34,MB-B1-DB-02-PM1,NA,Ptot,MB-B1-DB-02-PM1_Ptot,Total Power (kW),Pass,Pass,Pass,Pass,Pass,
520629,34,MB-B1-DB-02-PM1,NA,Vab,MB-B1-DB-02-PM1_Vab,Phase-Phase A-B Voltage,Pass,Pass,Pass,Pass,Pass,
520630,34,MB-B1-DB-02-PM1,NA,Van,MB-B1-DB-02-PM1_Van,Phase-Neutral A-N Voltage,Pass,Pass,Pass,Pass,Pass,
520631,34,MB-B1-DB-02-PM1,NA,Vbc,MB-B1-DB-02-PM1_Vbc,Phase-Phase B-C Voltage,Pass,Pass,Pass,Pass,Pass,
520632,34,MB-B1-DB-02-PM1,NA,Vbn,MB-B1-DB-02-PM1_Vbn,Phase-Neutral B-N Voltage,Pass,Pass,Pass,Pass,Pass,
520633,34,MB-B1-DB-02-PM1,NA,Vca,MB-B1-DB-02-PM1_Vca,Phase-Phase C-A Voltage,Pass,Pass,Pass,Pass,Pass,
520634,34,MB-B1-DB-02-PM1,NA,Vcn,MB-B1-DB-02-PM1_Vcn,Phase-Neutral C-N Voltage,Pass,Pass,Pass,Pass,Pass,
520635,34,MB-B1-DB-02-PM2,NA,ActiveEngy,MB-B1-DB-02-PM2_ActiveEngy,Active Energy kWh,Pass,Pass,Pass,Pass,Pass,
520636,34,MB-B1-DB-02-PM2,NA,Ib,MB-B1-DB-02-PM2_Ib,Phase B Current Amps,Pass,Pass,Pass,Pass,Pass,
520637,34,MB-B1-DB-02-PM2,NA,Ic,MB-B1-DB-02-PM2_Ic,Phase C Current Amps,Pass,Pass,Pass,Pass,Pass,
520638,34,MB-B1-DB-02-PM2,NA,la,MB-B1-DB-02-PM2_la,Phase A Current Amps,Pass,Pass,Pass,Pass,Pass,
520639,34,MB-B1-DB-02-PM2,NA,PF,MB-B1-DB-02-PM2_PF,Power Factor,Pass,Pass,Pass,Pass,Pass,
520640,34,MB-B1-DB-02-PM2,NA,Ptot,MB-B1-DB-02-PM2_Ptot,Total Power (kW),Pass,Pass,Pass,Pass,Pass,
520641,34,MB-B1-DB-02-PM2,NA,Vab,MB-B1-DB-02-PM2_Vab,Phase-Phase A-B Voltage,Pass,Pass,Pass,Pass,Pass,
520642,34,MB-B1-DB-02-PM2,NA,Van,MB-B1-DB-02-PM2_Van,Phase-Neutral A-N Voltage,Pass,Pass,Pass,Pass,Pass,
520643,34,MB-B1-DB-02-PM2,NA,Vbc,MB-B1-DB-02-PM2_Vbc,Phase-Phase B-C Voltage,Pass,Pass,Pass,Pass,Pass,
520644,34,MB-B1-DB-02-PM2,NA,Vbn,MB-B1-DB-02-PM2_Vbn,Phase-Neutral B-N Voltage,Pass,Pass,Pass,Pass,Pass,
520645,34,MB-B1-DB-02-PM2,NA,Vca,MB-B1-DB-02-PM2_Vca,Phase-Phase C-A Voltage,Pass,Pass,Pass,Pass,Pass,
520646,34,MB-B1-DB-02-PM2,NA,Vcn,MB-B1-DB-02-PM2_Vcn,Phase-Neutral C-N Voltage,Pass,Pass,Pass,Pass,Pass,
520647,34,MB-B1-DB-03-PM1,NA,ActiveEngy,MB-B1-DB-03-PM1_ActiveEngy,Active Energy kWh,Pass,Pass,Pass,Pass,Pass,
520648,34,MB-B1-DB-03-PM1,NA,Ib,MB-B1-DB-03-PM1_Ib,Phase B Current Amps,Pass,Pass,Pass,Pass,Pass,
520649,34,MB-B1-DB-03-PM1,NA,Ic,MB-B1-DB-03-PM1_Ic,Phase C Current Amps,Pass,Pass,Pass,Pass,Pass,
520650,34,MB-B1-DB-03-PM1,NA,la,MB-B1-DB-03-PM1_la,Phase A Current Amps,Pass,Pass,Pass,Pass,Pass,
520651,34,MB-B1-DB-03-PM1,NA,PF,MB-B1-DB-03-PM1_PF,Power Factor,Pass,Pass,Pass,Pass,Pass,
520652,34,MB-B1-DB-03-PM1,NA,Ptot,MB-B1-DB-03-PM1_Ptot,Total Power (kW),Pass,Pass,Pass,Pass,Pass,
520653,34,MB-B1-DB-03-PM1,NA,Vab,MB-B1-DB-03-PM1_Vab,Phase-Phase A-B Voltage,Pass,Pass,Pass,Pass,Pass,
520654,34,MB-B1-DB-03-PM1,NA,Van,MB-B1-DB-03-PM1_Van,Phase-Neutral A-N Voltage,Pass,Pass,Pass,Pass,Pass,
520655,34,MB-B1-DB-03-PM1,NA,Vbc,MB-B1-DB-03-PM1_Vbc,Phase-Phase B-C Voltage,Pass,Pass,Pass,Pass,Pass,
520656,34,MB-B1-DB-03-PM1,NA,Vbn,MB-B1-DB-03-PM1_Vbn,Phase-Neutral B-N Voltage,Pass,Pass,Pass,Pass,Pass,
520657,34,MB-B1-DB-03-PM1,NA,Vca,MB-B1-DB-03-PM1_Vca,Phase-Phase C-A Voltage,Pass,Pass,Pass,Pass,Pass,
520658,34,MB-B1-DB-03-PM1,NA,Vcn,MB-B1-DB-03-PM1_Vcn,Phase-Neutral C-N Voltage,Pass,Pass,Pass,Pass,Pass,
520659,34,MB-B1-DB-03-PM2,NA,ActiveEngy,MB-B1-DB-03-PM2_ActiveEngy,Active Energy kWh,Pass,Pass,Pass,Pass,Pass,
520660,34,MB-B1-DB-03-PM2,NA,Ib,MB-B1-DB-03-PM2_Ib,Phase B Current Amps,Pass,Pass,Pass,Pass,Pass,
520661,34,MB-B1-DB-03-PM2,NA,Ic,MB-B1-DB-03-PM2_Ic,Phase C Current Amps,Pass,Pass,Pass,Pass,Pass,
520662,34,MB-B1-DB-03-PM2,NA,la,MB-B1-DB-03-PM2_la,Phase A Current Amps,Pass,Pass,Pass,Pass,Pass,
520663,34,MB-B1-DB-03-PM2,NA,PF,MB-B1-DB-03-PM2_PF,Power Factor,Pass,Pass,Pass,Pass,Pass,
520664,34,MB-B1-DB-03-PM2,NA,Ptot,MB-B1-DB-03-PM2_Ptot,Total Power (kW),Pass,Pass,Pass,Pass,Pass,
520665,34,MB-B1-DB-03-PM2,NA,Vab,MB-B1-DB-03-PM2_Vab,Phase-Phase A-B Voltage,Pass,Pass,Pass,Pass,Pass,
520666,34,MB-B1-DB-03-PM2,NA,Van,MB-B1-DB-03-PM2_Van,Phase-Neutral A-N Voltage,Pass,Pass,Pass,Pass,Pass,
520667,34,MB-B1-DB-03-PM2,NA,Vbc,MB-B1-DB-03-PM2_Vbc,Phase-Phase B-C Voltage,Pass,Pass,Pass,Pass,Pass,
520668,34,MB-B1-DB-03-PM2,NA,Vbn,MB-B1-DB-03-PM2_Vbn,Phase-Neutral B-N Voltage,Pass,Pass,Pass,Pass,Pass,
520669,34,MB-B1-DB-03-PM2,NA,Vca,MB-B1-DB-03-PM2_Vca,Phase-Phase C-A Voltage,Pass,Pass,Pass,Pass,Pass,
520670,34,MB-B1-DB-03-PM2,NA,Vcn,MB-B1-DB-03-PM2_Vcn,Phase-Neutral C-N Voltage,Pass,Pass,Pass,Pass,Pass,
520671,34,MB-B1-DB-04-PM1,NA,ActiveEngy,MB-B1-DB-04-PM1_ActiveEngy,Active Energy kWh,Pass,Pass,Pass,Pass,Pass,
520672,34,MB-B1-DB-04-PM1,NA,Ib,MB-B1-DB-04-PM1_Ib,Phase B Current Amps,Pass,Pass,Pass,Pass,Pass,
520673,34,MB-B1-DB-04-PM1,NA,Ic,MB-B1-DB-04-PM1_Ic,Phase C Current Amps,Pass,Pass,Pass,Pass,Pass,
520674,34,MB-B1-DB-04-PM1,NA,la,MB-B1-DB-04-PM1_la,Phase A Current Amps,Pass,Pass,Pass,Pass,Pass,
520675,34,MB-B1-DB-04-PM1,NA,PF,MB-B1-DB-04-PM1_PF,Power Factor,Pass,Pass,Pass,Pass,Pass,
520676,34,MB-B1-DB-04-PM1,NA,Ptot,MB-B1-DB-04-PM1_Ptot,Total Power (kW),Pass,Pass,Pass,Pass,Pass,
520677,34,MB-B1-DB-04-PM1,NA,Vab,MB-B1-DB-04-PM1_Vab,Phase-Phase A-B Voltage,Pass,Pass,Pass,Pass,Pass,
520678,34,MB-B1-DB-04-PM1,NA,Van,MB-B1-DB-04-PM1_Van,Phase-Neutral A-N Voltage,Pass,Pass,Pass,Pass,Pass,
520679,34,MB-B1-DB-04-PM1,NA,Vbc,MB-B1-DB-04-PM1_Vbc,Phase-Phase B-C Voltage,Pass,Pass,Pass,Pass,Pass,
520680,34,MB-B1-DB-04-PM1,NA,Vbn,MB-B1-DB-04-PM1_Vbn,Phase-Neutral B-N Voltage,Pass,Pass,Pass,Pass,Pass,
520681,34,MB-B1-DB-04-PM1,NA,Vca,MB-B1-DB-04-PM1_Vca,Phase-Phase C-A Voltage,Pass,Pass,Pass,Pass,Pass,
520682,34,MB-B1-DB-04-PM1,NA,Vcn,MB-B1-DB-04-PM1_Vcn,Phase-Neutral C-N Voltage,Pass,Pass,Pass,Pass,Pass,
520683,34,MB-B1-DB-04-PM2,NA,ActiveEngy,MB-B1-DB-04-PM2_ActiveEngy,Active Energy kWh,Pass,Pass,Pass,Pass,Pass,
520684,34,MB-B1-DB-04-PM2,NA,Ib,MB-B1-DB-04-PM2_Ib,Phase B Current Amps,Pass,Pass,Pass,Pass,Pass,
520685,34,MB-B1-DB-04-PM2,NA,Ic,MB-B1-DB-04-PM2_Ic,Phase C Current Amps,Pass,Pass,Pass,Pass,Pass,
520686,34,MB-B1-DB-04-PM2,NA,la,MB-B1-DB-04-PM2_la,Phase A Current Amps,Pass,Pass,Pass,Pass,Pass,
520687,34,MB-B1-DB-04-PM2,NA,PF,MB-B1-DB-04-PM2_PF,Power Factor,Pass,Pass,Pass,Pass,Pass,
520688,34,MB-B1-DB-04-PM2,NA,Ptot,MB-B1-DB-04-PM2_Ptot,Total Power (kW),Pass,Pass,Pass,Pass,Pass,
520689,34,MB-B1-DB-04-PM2,NA,Vab,MB-B1-DB-04-PM2_Vab,Phase-Phase A-B Voltage,Pass,Pass,Pass,Pass,Pass,
520690,34,MB-B1-DB-04-PM2,NA,Van,MB-B1-DB-04-PM2_Van,Phase-Neutral A-N Voltage,Pass,Pass,Pass,Pass,Pass,
520691,34,MB-B1-DB-04-PM2,NA,Vbc,MB-B1-DB-04-PM2_Vbc,Phase-Phase B-C Voltage,Pass,Pass,Pass,Pass,Pass,
520692,34,MB-B1-DB-04-PM2,NA,Vbn,MB-B1-DB-04-PM2_Vbn,Phase-Neutral B-N Voltage,Pass,Pass,Pass,Pass,Pass,
520693,34,MB-B1-DB-04-PM2,NA,Vca,MB-B1-DB-04-PM2_Vca,Phase-Phase C-A Voltage,Pass,Pass,Pass,Pass,Pass,
520694,34,MB-B1-DB-04-PM2,NA,Vcn,MB-B1-DB-04-PM2_Vcn,Phase-Neutral C-N Voltage,Pass,Pass,Pass,Pass,Pass,
520695,34,MB-B1-DB-06-PM1,NA,ActiveEngy,MB-B1-DB-06-PM1_ActiveEngy,Active Energy kWh,Pass,Pass,Pass,Pass,Pass,
520696,34,MB-B1-DB-06-PM1,NA,Ib,MB-B1-DB-06-PM1_Ib,Phase B Current Amps,Pass,Pass,Pass,Pass,Pass,
520697,34,MB-B1-DB-06-PM1,NA,Ic,MB-B1-DB-06-PM1_Ic,Phase C Current Amps,Pass,Pass,Pass,Pass,Pass,
520698,34,MB-B1-DB-06-PM1,NA,la,MB-B1-DB-06-PM1_la,Phase A Current Amps,Pass,Pass,Pass,Pass,Pass,
520699,34,MB-B1-DB-06-PM1,NA,PF,MB-B1-DB-06-PM1_PF,Power Factor,Pass,Pass,Pass,Pass,Pass,
520700,34,MB-B1-DB-06-PM1,NA,Ptot,MB-B1-DB-06-PM1_Ptot,Total Power (kW),Pass,Pass,Pass,Pass,Pass,
520701,34,MB-B1-DB-06-PM1,NA,Vab,MB-B1-DB-06-PM1_Vab,Phase-Phase A-B Voltage,Pass,Pass,Pass,Pass,Pass,
520702,34,MB-B1-DB-06-PM1,NA,Van,MB-B1-DB-06-PM1_Van,Phase-Neutral A-N Voltage,Pass,Pass,Pass,Pass,Pass,
520703,34,MB-B1-DB-06-PM1,NA,Vbc,MB-B1-DB-06-PM1_Vbc,Phase-Phase B-C Voltage,Pass,Pass,Pass,Pass,Pass,
520704,34,MB-B1-DB-06-PM1,NA,Vbn,MB-B1-DB-06-PM1_Vbn,Phase-Neutral B-N Voltage,Pass,Pass,Pass,Pass,Pass,
520705,34,MB-B1-DB-06-PM1,NA,Vca,MB-B1-DB-06-PM1_Vca,Phase-Phase C-A Voltage,Pass,Pass,Pass,Pass,Pass,
520706,34,MB-B1-DB-06-PM1,NA,Vcn,MB-B1-DB-06-PM1_Vcn,Phase-Neutral C-N Voltage,Pass,Pass,Pass,Pass,Pass,
520707,34,MB-B1-DB-06-PM2,NA,ActiveEngy,MB-B1-DB-06-PM2_ActiveEngy,Active Energy kWh,Pass,Pass,Pass,Pass,Pass,
520708,34,MB-B1-DB-06-PM2,NA,Ib,MB-B1-DB-06-PM2_Ib,Phase B Current Amps,Pass,Pass,Pass,Pass,Pass,
520709,34,MB-B1-DB-06-PM2,NA,Ic,MB-B1-DB-06-PM2_Ic,Phase C Current Amps,Pass,Pass,Pass,Pass,Pass,
520710,34,MB-B1-DB-06-PM2,NA,la,MB-B1-DB-06-PM2_la,Phase A Current Amps,Pass,Pass,Pass,Pass,Pass,
520711,34,MB-B1-DB-06-PM2,NA,PF,MB-B1-DB-06-PM2_PF,Power Factor,Pass,Pass,Pass,Pass,Pass,
520712,34,MB-B1-DB-06-PM2,NA,Ptot,MB-B1-DB-06-PM2_Ptot,Total Power (kW),Pass,Pass,Pass,Pass,Pass,
520713,34,MB-B1-DB-06-PM2,NA,Vab,MB-B1-DB-06-PM2_Vab,Phase-Phase A-B Voltage,Pass,Pass,Pass,Pass,Pass,
520714,34,MB-B1-DB-06-PM2,NA,Van,MB-B1-DB-06-PM2_Van,Phase-Neutral A-N Voltage,Pass,Pass,Pass,Pass,Pass,
520715,34,MB-B1-DB-06-PM2,NA,Vbc,MB-B1-DB-06-PM2_Vbc,Phase-Phase B-C Voltage,Pass,Pass,Pass,Pass,Pass,
520716,34,MB-B1-DB-06-PM2,NA,Vbn,MB-B1-DB-06-PM2_Vbn,Phase-Neutral B-N Voltage,Pass,Pass,Pass,Pass,Pass,
520717,34,MB-B1-DB-06-PM2,NA,Vca,MB-B1-DB-06-PM2_Vca,Phase-Phase C-A Voltage,Pass,Pass,Pass,Pass,Pass,
520718,34,MB-B1-DB-06-PM2,NA,Vcn,MB-B1-DB-06-PM2_Vcn,Phase-Neutral C-N Voltage,Pass,Pass,Pass,Pass,Pass,
520719,34,MB-B1-DB-400A-PM,NA,ActiveEngy,MB-B1-DB-400A-PM_ActiveEngy,Active Energy kWh,Pass,Pass,Pass,Pass,Pass,
520720,34,MB-B1-DB-400A-PM,NA,Ib,MB-B1-DB-400A-PM_Ib,Phase B Current Amps,Pass,Pass,Pass,Pass,Pass,
520721,34,MB-B1-DB-400A-PM,NA,Ic,MB-B1-DB-400A-PM_Ic,Phase C Current Amps,Pass,Pass,Pass,Pass,Pass,
520722,34,MB-B1-DB-400A-PM,NA,la,MB-B1-DB-400A-PM_la,Phase A Current Amps,Pass,Pass,Pass,Pass,Pass,
520723,34,MB-B1-DB-400A-PM,NA,PF,MB-B1-DB-400A-PM_PF,Power Factor,Pass,Pass,Pass,Pass,Pass,
520724,34,MB-B1-DB-400A-PM,NA,Ptot,MB-B1-DB-400A-PM_Ptot,Total Power (kW),Pass,Pass,Pass,Pass,Pass,
520725,34,MB-B1-DB-400A-PM,NA,Vab,MB-B1-DB-400A-PM_Vab,Phase-Phase A-B Voltage,Pass,Pass,Pass,Pass,Pass,
520726,34,MB-B1-DB-400A-PM,NA,Van,MB-B1-DB-400A-PM_Van,Phase-Neutral A-N Voltage,Pass,Pass,Pass,Pass,Pass,
520727,34,MB-B1-DB-400A-PM,NA,Vbc,MB-B1-DB-400A-PM_Vbc,Phase-Phase B-C Voltage,Pass,Pass,Pass,Pass,Pass,
520728,34,MB-B1-DB-400A-PM,NA,Vbn,MB-B1-DB-400A-PM_Vbn,Phase-Neutral B-N Voltage,Pass,Pass,Pass,Pass,Pass,
520729,34,MB-B1-DB-400A-PM,NA,Vca,MB-B1-DB-400A-PM_Vca,Phase-Phase C-A Voltage,Pass,Pass,Pass,Pass,Pass,
520730,34,MB-B1-DB-400A-PM,NA,Vcn,MB-B1-DB-400A-PM_Vcn,Phase-Neutral C-N Voltage,Pass,Pass,Pass,Pass,Pass,
520731,34,MB-B1-DB-400B-PM,NA,ActiveEngy,MB-B1-DB-400B-PM_ActiveEngy,Active Energy kWh,Pass,Pass,Pass,Pass,Pass,
520732,34,MB-B1-DB-400B-PM,NA,Ib,MB-B1-DB-400B-PM_Ib,Phase B Current Amps,Pass,Pass,Pass,Pass,Pass,
520733,34,MB-B1-DB-400B-PM,NA,Ic,MB-B1-DB-400B-PM_Ic,Phase C Current Amps,Pass,Pass,Pass,Pass,Pass,
520734,34,MB-B1-DB-400B-PM,NA,la,MB-B1-DB-400B-PM_la,Phase A Current Amps,Pass,Pass,Pass,Pass,Pass,
520735,34,MB-B1-DB-400B-PM,NA,PF,MB-B1-DB-400B-PM_PF,Power Factor,Pass,Pass,Pass,Pass,Pass,
520736,34,MB-B1-DB-400B-PM,NA,Ptot,MB-B1-DB-400B-PM_Ptot,Total Power (kW),Pass,Pass,Pass,Pass,Pass,
520737,34,MB-B1-DB-400B-PM,NA,Vab,MB-B1-DB-400B-PM_Vab,Phase-Phase A-B Voltage,Pass,Pass,Pass,Pass,Pass,
520738,34,MB-B1-DB-400B-PM,NA,Van,MB-B1-DB-400B-PM_Van,Phase-Neutral A-N Voltage,Pass,Pass,Pass,Pass,Pass,
520739,34,MB-B1-DB-400B-PM,NA,Vbc,MB-B1-DB-400B-PM_Vbc,Phase-Phase B-C Voltage,Pass,Pass,Pass,Pass,Pass,
520740,34,MB-B1-DB-400B-PM,NA,Vbn,MB-B1-DB-400B-PM_Vbn,Phase-Neutral B-N Voltage,Pass,Pass,Pass,Pass,Pass,
520741,34,MB-B1-DB-400B-PM,NA,Vca,MB-B1-DB-400B-PM_Vca,Phase-Phase C-A Voltage,Pass,Pass,Pass,Pass,Pass,
520742,34,MB-B1-DB-400B-PM,NA,Vcn,MB-B1-DB-400B-PM_Vcn,Phase-Neutral C-N Voltage,Pass,Pass,Pass,Pass,Pass,
520743,34,MB-B1-EM-DB-01-PM,NA,ActiveEngy,MB-B1-EM-DB-01-PM_ActiveEngy,Active Energy kWh,Pass,Pass,Pass,Pass,Pass,
520744,34,MB-B1-EM-DB-01-PM,NA,Ib,MB-B1-EM-DB-01-PM_Ib,Phase B Current Amps,Pass,Pass,Pass,Pass,Pass,
520745,34,MB-B1-EM-DB-01-PM,NA,Ic,MB-B1-EM-DB-01-PM_Ic,Phase C Current Amps,Pass,Pass,Pass,Pass,Pass,
520746,34,MB-B1-EM-DB-01-PM,NA,la,MB-B1-EM-DB-01-PM_la,Phase A Current Amps,Pass,Pass,Pass,Pass,Pass,
520747,34,MB-B1-EM-DB-01-PM,NA,PF,MB-B1-EM-DB-01-PM_PF,Power Factor,Pass,Pass,Pass,Pass,Pass,
520748,34,MB-B1-EM-DB-01-PM,NA,Ptot,MB-B1-EM-DB-01-PM_Ptot,Total Power (kW),Pass,Pass,Pass,Pass,Pass,
520749,34,MB-B1-EM-DB-01-PM,NA,Vab,MB-B1-EM-DB-01-PM_Vab,Phase-Phase A-B Voltage,Pass,Pass,Pass,Pass,Pass,
520750,34,MB-B1-EM-DB-01-PM,NA,Van,MB-B1-EM-DB-01-PM_Van,Phase-Neutral A-N Voltage,Pass,Pass,Pass,Pass,Pass,
520751,34,MB-B1-EM-DB-01-PM,NA,Vbc,MB-B1-EM-DB-01-PM_Vbc,Phase-Phase B-C Voltage,Pass,Pass,Pass,Pass,Pass,
520752,34,MB-B1-EM-DB-01-PM,NA,Vbn,MB-B1-EM-DB-01-PM_Vbn,Phase-Neutral B-N Voltage,Pass,Pass,Pass,Pass,Pass,
520753,34,MB-B1-EM-DB-01-PM,NA,Vca,MB-B1-EM-DB-01-PM_Vca,Phase-Phase C-A Voltage,Pass,Pass,Pass,Pass,Pass,
520754,34,MB-B1-EM-DB-01-PM,NA,Vcn,MB-B1-EM-DB-01-PM_Vcn,Phase-Neutral C-N Voltage,Pass,Pass,Pass,Pass,Pass,
520755,34,MB-B1-EM-DB-03-PM,NA,ActiveEngy,MB-B1-EM-DB-03-PM_ActiveEngy,Active Energy kWh,Pass,Pass,Pass,Pass,Pass,
520756,34,MB-B1-EM-DB-03-PM,NA,Ib,MB-B1-EM-DB-03-PM_Ib,Phase B Current Amps,Pass,Pass,Pass,Pass,Pass,
520757,34,MB-B1-EM-DB-03-PM,NA,Ic,MB-B1-EM-DB-03-PM_Ic,Phase C Current Amps,Pass,Pass,Pass,Pass,Pass,
520758,34,MB-B1-EM-DB-03-PM,NA,la,MB-B1-EM-DB-03-PM_la,Phase A Current Amps,Pass,Pass,Pass,Pass,Pass,
520759,34,MB-B1-EM-DB-03-PM,NA,PF,MB-B1-EM-DB-03-PM_PF,Power Factor,Pass,Pass,Pass,Pass,Pass,
520760,34,MB-B1-EM-DB-03-PM,NA,Ptot,MB-B1-EM-DB-03-PM_Ptot,Total Power (kW),Pass,Pass,Pass,Pass,Pass,
520761,34,MB-B1-EM-DB-03-PM,NA,Vab,MB-B1-EM-DB-03-PM_Vab,Phase-Phase A-B Voltage,Pass,Pass,Pass,Pass,Pass,
520762,34,MB-B1-EM-DB-03-PM,NA,Van,MB-B1-EM-DB-03-PM_Van,Phase-Neutral A-N Voltage,Pass,Pass,Pass,Pass,Pass,
520763,34,MB-B1-EM-DB-03-PM,NA,Vbc,MB-B1-EM-DB-03-PM_Vbc,Phase-Phase B-C Voltage,Pass,Pass,Pass,Pass,Pass,
520764,34,MB-B1-EM-DB-03-PM,NA,Vbn,MB-B1-EM-DB-03-PM_Vbn,Phase-Neutral B-N Voltage,Pass,Pass,Pass,Pass,Pass,
520765,34,MB-B1-EM-DB-03-PM,NA,Vca,MB-B1-EM-DB-03-PM_Vca,Phase-Phase C-A Voltage,Pass,Pass,Pass,Pass,Pass,
520766,34,MB-B1-EM-DB-03-PM,NA,Vcn,MB-B1-EM-DB-03-PM_Vcn,Phase-Neutral C-N Voltage,Pass,Pass,Pass,Pass,Pass,
520767,34,MB-B1-EM-DB-05-PM,NA,ActiveEngy,MB-B1-EM-DB-05-PM_ActiveEngy,Active Energy kWh,Pass,Pass,Pass,Pass,Pass,
520768,34,MB-B1-EM-DB-05-PM,NA,Ib,MB-B1-EM-DB-05-PM_Ib,Phase B Current Amps,Pass,Pass,Pass,Pass,Pass,
520769,34,MB-B1-EM-DB-05-PM,NA,Ic,MB-B1-EM-DB-05-PM_Ic,Phase C Current Amps,Pass,Pass,Pass,Pass,Pass,
520770,34,MB-B1-EM-DB-05-PM,NA,la,MB-B1-EM-DB-05-PM_la,Phase A Current Amps,Pass,Pass,Pass,Pass,Pass,
520771,34,MB-B1-EM-DB-05-PM,NA,PF,MB-B1-EM-DB-05-PM_PF,Power Factor,Pass,Pass,Pass,Pass,Pass,
520772,34,MB-B1-EM-DB-05-PM,NA,Ptot,MB-B1-EM-DB-05-PM_Ptot,Total Power (kW),Pass,Pass,Pass,Pass,Pass,
520773,34,MB-B1-EM-DB-05-PM,NA,Vab,MB-B1-EM-DB-05-PM_Vab,Phase-Phase A-B Voltage,Pass,Pass,Pass,Pass,Pass,
520774,34,MB-B1-EM-DB-05-PM,NA,Van,MB-B1-EM-DB-05-PM_Van,Phase-Neutral A-N Voltage,Pass,Pass,Pass,Pass,Pass,
520775,34,MB-B1-EM-DB-05-PM,NA,Vbc,MB-B1-EM-DB-05-PM_Vbc,Phase-Phase B-C Voltage,Pass,Pass,Pass,Pass,Pass,
520776,34,MB-B1-EM-DB-05-PM,NA,Vbn,MB-B1-EM-DB-05-PM_Vbn,Phase-Neutral B-N Voltage,Pass,Pass,Pass,Pass,Pass,
520777,34,MB-B1-EM-DB-05-PM,NA,Vca,MB-B1-EM-DB-05-PM_Vca,Phase-Phase C-A Voltage,Pass,Pass,Pass,Pass,Pass,
520778,34,MB-B1-EM-DB-05-PM,NA,Vcn,MB-B1-EM-DB-05-PM_Vcn,Phase-Neutral C-N Voltage,Pass,Pass,Pass,Pass,Pass,
520779,34,MB-B1-UPS-03,NA,AmpsOutA,MB-B1-UPS-03_AmpsOutA,UPS Current Out A,Pass,Pass,Pass,Pass,Pass,
520780,34,MB-B1-UPS-03,NA,AmpsOutB,MB-B1-UPS-03_AmpsOutB,UPS Current Out B,Pass,Pass,Pass,Pass,Pass,
